Broker ID,Firm name,Customer Income,Customer Insurance Premium,Number of Calls,Call Duration,Misconducts,Firm Ranking,Customer ID,YearsExperience,NumClients,AvgInvestment,Complaints,Misconducts
AF8133AF,Prudential Investment Management Services,187162,3768,17,50,0,203,KP225438KP,9.526362786519982,62,38535.08792400432,3,0
EJ7509EJ,Wells Fargo Advisors Financial Network,192709,4953,35,44,1,1,OT672744OT,9.029272904341793,82,50625.02733249476,4,1
EJ6906EJ,Wells Fargo Advisors Financial Network,74071,4186,13,59,1,1,OT724455OT,10.163748278772646,89,42195.25993674657,5,1
DI3591DI,Farmers Financial Solutions,108243,4280,41,43,0,406,NS968467NS,14.629317133347017,97,45288.91827697301,6,1
EJ8183EJ,Wells Fargo Advisors Financial Network,175827,3573,39,45,1,1,OT894448OT,6.265469614816504,60,60751.24275217289,2,0
CH6248CH,Princor Financial Services Corporation,158215,1520,15,21,0,315,MR364528MR,11.372520380749027,43,56321.16101268378,2,0
AF9766AF,Prudential Investment Management Services,151570,3599,29,23,0,203,KP293392KP,6.774568257620697,76,40212.33352138747,2,0
EJ6108EJ,Wells Fargo Advisors Financial Network,119724,1236,29,43,0,1,OT508288OT,9.056136268421133,68,53518.910679064364,5,1
EJ4604EJ,Wells Fargo Advisors Financial Network,165359,2304,11,55,1,1,OT202239OT,12.177901193934732,5,51327.80698264155,6,1
DI1669DI,Farmers Financial Solutions,125697,4430,32,16,0,406,NS735719NS,10.128560038190926,37,67016.96208533461,5,1
DI5364DI,Farmers Financial Solutions,78732,4272,2,47,1,406,NS966450NS,7.844510444141388,72,63831.45000872275,0,0
CH8329CH,Princor Financial Services Corporation,171465,2781,47,53,0,315,MR664798MR,8.569392581480063,92,34662.51274290164,0,0
AF2283AF,Prudential Investment Management Services,192386,2301,14,15,0,203,KP804293KP,11.35919549786935,31,58611.27668958601,2,0
DI1923DI,Farmers Financial Solutions,107108,4306,20,25,0,406,NS908258NS,8.539266736565727,9,62651.97251623699,0,0
EJ2125EJ,Wells Fargo Advisors Financial Network,161195,3541,22,36,1,1,OT430170OT,10.43291717916395,51,55593.59208728331,5,1
AF2529AF,Prudential Investment Management Services,153081,3051,11,11,1,203,KP221668KP,10.091143679807628,29,46645.87856305809,4,1
AF9438AF,Prudential Investment Management Services,86668,3713,27,51,1,203,KP866988KP,8.696799304788366,78,74133.93915117136,4,1
EJ4711EJ,Wells Fargo Advisors Financial Network,73061,1441,3,15,0,1,OT518734OT,14.28788817865065,40,56514.09280927022,0,0
DI9004DI,Farmers Financial Solutions,129252,3076,17,4,0,406,NS648333NS,11.267838044636022,41,69765.44273728228,3,0
EJ7274EJ,Wells Fargo Advisors Financial Network,89749,4180,44,21,1,1,OT281948OT,5.949714826684786,86,63514.78429473507,3,0
AF4864AF,Prudential Investment Management Services,180560,3657,28,13,1,203,KP585662KP,10.372908629538856,11,54641.34660223304,4,1
BG8833BG,Ameritas Investment,154680,4798,29,22,1,110,LQ714390LQ,8.676427070463223,23,44202.99088526372,1,0
BG7788BG,Ameritas Investment,197979,1804,21,19,1,110,LQ414063LQ,11.704866669592448,1,49758.951218474984,1,0
CH1226CH,Princor Financial Services Corporation,199849,1074,47,34,1,315,MR723729MR,8.4149585231346,46,47780.875472064465,4,1
EJ1264EJ,Wells Fargo Advisors Financial Network,101745,3885,16,14,1,1,OT258175OT,9.770527117066202,21,37854.810443507304,3,0
EJ1645EJ,Wells Fargo Advisors Financial Network,158464,4217,37,4,0,1,OT349877OT,11.009974557960915,90,56502.81574959703,6,1
CH8544CH,Princor Financial Services Corporation,141865,3175,20,48,1,315,MR236917MR,11.731510388340244,36,65673.5300195941,2,0
CH6569CH,Princor Financial Services Corporation,162428,4924,6,53,0,315,MR317770MR,7.599407185888447,54,47016.96505448553,2,0
CH3990CH,Princor Financial Services Corporation,73624,3089,19,52,0,315,MR742613MR,9.330997528318104,87,71636.56499224737,3,0
AF3504AF,Prudential Investment Management Services,73321,2379,5,46,1,203,KP643625KP,9.050109377678087,57,34424.17214138266,5,1
EJ1587EJ,Wells Fargo Advisors Financial Network,191560,1040,3,27,1,1,OT777673OT,8.693341534852577,1,60543.635483872036,5,1
AF5079AF,Prudential Investment Management Services,72574,3981,1,29,0,203,KP440093KP,13.530908480562193,63,66715.2023540541,3,0
CH4348CH,Princor Financial Services Corporation,186312,3081,38,47,1,315,MR886708MR,10.80996342192191,54,47959.694190189395,4,1
EJ7299EJ,Wells Fargo Advisors Financial Network,191550,4088,15,28,1,1,OT413295OT,7.478232091329909,55,48139.434948571194,6,1
AF4831AF,Prudential Investment Management Services,168831,2700,34,35,0,203,KP767304KP,11.835723894109552,40,60427.651758444015,1,0
AF9381AF,Prudential Investment Management Services,185504,4224,35,8,0,203,KP939319KP,14.244312394025266,15,55059.911099595345,4,1
CH2715CH,Princor Financial Services Corporation,145257,4045,49,16,0,315,MR705730MR,12.064930521102294,21,30025.88656540493,2,0
EJ7450EJ,Wells Fargo Advisors Financial Network,114291,2401,25,42,1,1,OT149847OT,6.961260068091973,47,41566.268454606194,1,0
CH6433CH,Princor Financial Services Corporation,177600,1587,24,36,0,315,MR158653MR,9.031531854267497,73,49864.504519525406,6,1
EJ2098EJ,Wells Fargo Advisors Financial Network,100428,2622,12,30,1,1,OT841432OT,12.533822298373245,53,36303.01820314933,4,1
BG8096BG,Ameritas Investment,181374,4700,18,18,0,110,LQ877949LQ,8.584661068762438,9,45258.256835700966,2,0
DI3326DI,Farmers Financial Solutions,181127,4945,15,2,0,406,NS418766NS,10.887638856292456,74,36553.14574756066,3,0
DI7416DI,Farmers Financial Solutions,161317,1341,44,49,0,406,NS389954NS,11.549268106858673,52,46298.2936944661,7,1
DI7980DI,Farmers Financial Solutions,189789,3074,16,13,1,406,NS177842NS,8.146139056843834,57,46633.77272678839,2,0
CH7763CH,Princor Financial Services Corporation,177449,4896,27,4,1,315,MR372647MR,9.8809492878764,26,53517.546765937135,2,0
BG2674BG,Ameritas Investment,78699,4358,8,26,0,110,LQ184761LQ,3.517465319861855,41,49082.406760005,3,0
EJ8950EJ,Wells Fargo Advisors Financial Network,123686,1645,46,25,0,1,OT530192OT,7.951224717331421,35,55027.89721040756,0,0
AF9915AF,Prudential Investment Management Services,117661,1730,25,30,0,203,KP898022KP,9.49486369721368,63,53835.440074739214,4,1
EJ7049EJ,Wells Fargo Advisors Financial Network,94247,1167,17,11,1,1,OT616637OT,7.504433636070301,25,60313.399942643104,6,1
AF2089AF,Prudential Investment Management Services,197820,1609,29,7,0,203,KP766246KP,13.26482260786327,90,58737.830409601156,4,1
EJ5578EJ,Wells Fargo Advisors Financial Network,155113,3315,8,31,1,1,OT428768OT,7.139717244078735,75,57681.238351347165,1,0
BG1155BG,Ameritas Investment,54621,2772,15,44,0,110,LQ788152LQ,9.119911026606033,38,81048.67428466721,3,0
AF2958AF,Prudential Investment Management Services,196106,3040,27,10,0,203,KP502980KP,10.261481154572182,2,53474.02636642329,1,0
CH7344CH,Princor Financial Services Corporation,186198,3868,46,39,0,315,MR881198MR,12.882546578132231,7,75935.71503858862,2,0
EJ6779EJ,Wells Fargo Advisors Financial Network,186194,1454,7,13,0,1,OT220356OT,7.128275697641121,82,54122.18402243934,2,0
EJ7144EJ,Wells Fargo Advisors Financial Network,68030,3953,3,31,0,1,OT317228OT,12.32632750430992,91,49171.49085194108,2,0
AF6063AF,Prudential Investment Management Services,132838,2708,29,7,0,203,KP142727KP,10.020466122039174,34,46268.34817786803,4,1
CH4830CH,Princor Financial Services Corporation,134717,4472,44,56,1,315,MR440615MR,8.036982697904097,91,65097.25798448429,7,1
CH9831CH,Princor Financial Services Corporation,88638,3969,24,49,0,315,MR632356MR,10.92420694852654,17,66405.03392887938,1,0
BG7659BG,Ameritas Investment,117067,4028,3,42,1,110,LQ741211LQ,10.39811939114694,43,55997.838559647294,5,1
CH1441CH,Princor Financial Services Corporation,168033,4547,20,42,0,315,MR500511MR,8.79956624568241,59,61335.467745027054,4,1
CH7040CH,Princor Financial Services Corporation,155977,1701,46,56,0,315,MR534376MR,10.139604169980037,51,37227.79534076917,4,1
CH6925CH,Princor Financial Services Corporation,138869,3681,15,36,1,315,MR111390MR,9.22937280627648,54,34512.20177487788,5,1
DI8358DI,Farmers Financial Solutions,155186,4629,25,20,0,406,NS731040NS,10.227034690502496,24,62463.26885797454,4,1
BG5628BG,Ameritas Investment,84674,2599,30,4,1,110,LQ456898LQ,11.324261349042093,25,48731.885020969785,5,1
EJ7370EJ,Wells Fargo Advisors Financial Network,96271,1129,14,54,1,1,OT438113OT,13.172033632290704,71,57493.02417397503,5,1
AF1948AF,Prudential Investment Management Services,123688,4067,7,7,0,203,KP770398KP,7.524369002346302,52,42827.12050043922,3,0
EJ9179EJ,Wells Fargo Advisors Financial Network,161076,2845,17,54,1,1,OT849078OT,14.266066749312532,70,66569.88469704776,6,1
BG7115BG,Ameritas Investment,191339,2386,44,1,1,110,LQ439208LQ,6.095824400954996,88,34595.81328110964,6,1
AF1459AF,Prudential Investment Management Services,51062,4776,20,44,0,203,KP121281KP,9.696429809928834,33,36144.14913517311,4,1
BG8568BG,Ameritas Investment,100448,3866,36,56,1,110,LQ154189LQ,11.176634412969154,49,64443.11583712345,5,1
CH5646CH,Princor Financial Services Corporation,145462,1692,9,45,0,315,MR362093MR,10.561983735470065,29,23901.582070170996,3,0
AF1392AF,Prudential Investment Management Services,187301,4363,38,42,0,203,KP410655KP,8.754600960358813,63,53785.68868094916,0,0
CH2787CH,Princor Financial Services Corporation,97915,2394,48,47,0,315,MR746403MR,9.58375549928545,22,48926.74004403423,0,0
EJ8374EJ,Wells Fargo Advisors Financial Network,54632,1793,22,59,0,1,OT632893OT,9.013998130682335,26,42640.4808079997,7,1
EJ2138EJ,Wells Fargo Advisors Financial Network,154592,1028,2,13,1,1,OT462462OT,8.821270486111576,28,48000.60151409631,3,0
AF5741AF,Prudential Investment Management Services,184668,1148,24,55,0,203,KP494597KP,11.69920419404205,85,41524.7650691019,8,1
AF8418AF,Prudential Investment Management Services,159779,4850,8,22,0,203,KP906242KP,10.714030971930095,49,65422.55946048499,2,0
BG7362BG,Ameritas Investment,187240,2319,11,54,1,110,LQ349415LQ,8.614180809478691,71,68044.9708836161,4,1
BG3454BG,Ameritas Investment,158099,3058,13,21,0,110,LQ779682LQ,11.799199750866501,81,43142.62413211655,3,0
CH4674CH,Princor Financial Services Corporation,57561,4583,17,22,0,315,MR141869MR,10.614599041753218,84,52755.248774685315,5,1
AF2377AF,Prudential Investment Management Services,132152,3723,8,28,1,203,KP657243KP,11.62572423767792,49,36749.235290639524,2,0
EJ7701EJ,Wells Fargo Advisors Financial Network,175036,2136,21,9,1,1,OT685676OT,11.259257683847224,20,60730.52159003127,0,0
BG3597BG,Ameritas Investment,174049,1186,18,26,1,110,LQ865612LQ,8.342009978155856,86,60470.09174643314,1,0
BG1141BG,Ameritas Investment,76734,3854,30,9,1,110,LQ110207LQ,8.879637919606061,92,47047.3776729231,4,1
EJ3659EJ,Wells Fargo Advisors Financial Network,187443,3791,18,15,1,1,OT318401OT,11.494587210246523,63,50168.85058419895,5,1
BG5596BG,Ameritas Investment,76069,2250,46,10,1,110,LQ259292LQ,11.22074053086693,61,49062.34550477329,4,1
CH6661CH,Princor Financial Services Corporation,62910,2333,47,24,1,315,MR577266MR,9.958196812071703,49,33815.421663197245,3,0
AF7142AF,Prudential Investment Management Services,123479,1097,31,58,0,203,KP596762KP,10.234654766617563,71,65460.04147600127,4,1
EJ6626EJ,Wells Fargo Advisors Financial Network,131264,1054,38,57,1,1,OT305157OT,12.555329791576849,1,42330.46761117569,7,1
AF9787AF,Prudential Investment Management Services,73275,3670,32,42,1,203,KP122031KP,8.81685722232834,96,42398.50727742079,2,0
BG9472BG,Ameritas Investment,122274,3711,11,8,1,110,LQ563937LQ,11.094194762340075,13,48495.80145538167,1,0
BG1423BG,Ameritas Investment,150776,1757,45,24,0,110,LQ967239LQ,9.595614695132213,94,59955.485853622784,4,1
EJ7999EJ,Wells Fargo Advisors Financial Network,98447,1405,25,16,0,1,OT695600OT,9.564637593545559,87,44086.967849079694,2,0
CH5249CH,Princor Financial Services Corporation,176394,3116,33,49,1,315,MR684054MR,12.19755370397438,51,30478.147785965557,5,1
DI2750DI,Farmers Financial Solutions,125703,4383,38,26,1,406,NS243521NS,11.65083269797606,56,41130.019392704664,0,0
EJ5757EJ,Wells Fargo Advisors Financial Network,126090,2312,41,27,1,1,OT451977OT,11.627019272001277,83,54241.40419078991,4,1
DI2967DI,Farmers Financial Solutions,67260,2785,8,37,0,406,NS287771NS,12.610957614308658,62,71897.50287809187,1,0
DI5088DI,Farmers Financial Solutions,162581,4619,11,4,0,406,NS337199NS,10.042007683265519,32,37400.80033626844,3,0
CH5178CH,Princor Financial Services Corporation,53812,1750,22,50,1,315,MR861019MR,11.363905942589927,30,37034.98232519171,0,0
DI8789DI,Farmers Financial Solutions,166148,4219,24,24,0,406,NS860129NS,9.379466486813088,29,34874.04499161184,2,0
DI3946DI,Farmers Financial Solutions,166421,4538,41,19,1,406,NS735329NS,10.648332704976884,49,33632.75008700659,2,0
CH6394CH,Princor Financial Services Corporation,51605,2762,17,36,0,315,MR740473MR,9.73971389126463,45,62056.9146008143,6,1
DI8880DI,Farmers Financial Solutions,122303,4315,12,39,0,406,NS277164NS,10.193991929985437,93,64946.8857536438,1,0
DI6075DI,Farmers Financial Solutions,126125,4562,46,10,1,406,NS556887NS,11.190314050873827,30,51777.55893580402,3,0
DI8230DI,Farmers Financial Solutions,194990,4920,32,25,1,406,NS634638NS,8.363558633533055,16,45322.87227859143,3,0
EJ2531EJ,Wells Fargo Advisors Financial Network,174040,4005,15,18,1,1,OT851518OT,14.184774551370921,40,67911.43786862626,2,0
EJ3990EJ,Wells Fargo Advisors Financial Network,194118,4578,16,19,1,1,OT987291OT,7.987965237000596,19,51739.08041656505,2,0
EJ8155EJ,Wells Fargo Advisors Financial Network,54324,1364,22,36,0,1,OT613313OT,7.571622774424536,18,60894.36709360434,5,1
CH5493CH,Princor Financial Services Corporation,126323,3026,28,10,0,315,MR885858MR,12.316221747000135,1,44835.51058278184,5,1
BG1933BG,Ameritas Investment,59111,1481,20,33,0,110,LQ168487LQ,11.583325387925871,78,50442.43854223774,1,0
DI2460DI,Farmers Financial Solutions,66389,3248,33,55,1,406,NS248694NS,11.24823963410431,47,37626.58354552954,2,0
DI3723DI,Farmers Financial Solutions,172177,1153,10,50,0,406,NS223853NS,11.25669101852856,66,56292.489718935845,2,0
CH1285CH,Princor Financial Services Corporation,91427,4521,40,5,1,315,MR415261MR,9.97550645430617,92,51909.37750773316,0,0
DI1264DI,Farmers Financial Solutions,172883,2524,32,47,0,406,NS335062NS,8.205491257028337,94,41054.36767586216,1,0
EJ7816EJ,Wells Fargo Advisors Financial Network,181189,3120,33,49,1,1,OT551610OT,10.151609116387453,38,41188.928504735384,2,0
BG2762BG,Ameritas Investment,175808,3760,2,35,1,110,LQ333077LQ,8.645676576975777,51,66159.58503338744,3,0
AF1040AF,Prudential Investment Management Services,162221,3343,33,44,0,203,KP987516KP,11.950239466835502,63,69716.68750461817,3,0
DI6827DI,Farmers Financial Solutions,63234,2040,33,34,1,406,NS123782NS,9.705885236995723,4,47868.64663332679,2,0
EJ9259EJ,Wells Fargo Advisors Financial Network,103441,2664,41,33,1,1,OT609492OT,8.349005606414977,1,50677.535727621624,3,0
AF1987AF,Prudential Investment Management Services,50846,2240,13,55,0,203,KP914886KP,9.357228316694012,8,54001.14474648217,2,0
BG8804BG,Ameritas Investment,60954,1060,30,21,1,110,LQ954336LQ,10.82586290855125,29,51480.31758159687,4,1
AF8789AF,Prudential Investment Management Services,129239,1938,33,17,1,203,KP754224KP,8.87255089439205,55,33257.0227946137,2,0
EJ6717EJ,Wells Fargo Advisors Financial Network,96514,2639,13,22,1,1,OT508808OT,8.355559208867136,3,54278.70677190386,7,1
AF4198AF,Prudential Investment Management Services,138236,3089,26,48,0,203,KP253245KP,10.487374422983825,32,29121.109653993914,3,0
CH6374CH,Princor Financial Services Corporation,147579,1024,22,37,0,315,MR222258MR,10.489933142217446,10,42673.158087423806,5,1
AF5790AF,Prudential Investment Management Services,187541,2062,39,15,1,203,KP735956KP,8.98611364925774,74,55054.271466248174,1,0
DI8183DI,Farmers Financial Solutions,92101,4874,2,35,0,406,NS554418NS,9.057923388763355,83,55999.94207924837,0,0
DI3524DI,Farmers Financial Solutions,114323,1130,38,28,1,406,NS582616NS,10.464099874715272,34,41899.2691579051,2,0
CH3479CH,Princor Financial Services Corporation,141922,4569,39,7,1,315,MR486328MR,7.103831317005351,97,45415.630598130825,5,1
EJ6154EJ,Wells Fargo Advisors Financial Network,177534,2252,26,32,1,1,OT606581OT,7.1850724512468895,87,44061.63491001546,1,0
DI1778DI,Farmers Financial Solutions,117584,1107,46,11,1,406,NS523966NS,8.563111557495128,55,48971.5583686393,1,0
BG2492BG,Ameritas Investment,154537,1171,15,10,1,110,LQ378710LQ,9.573105696576306,92,49732.056533643365,4,1
DI1660DI,Farmers Financial Solutions,128477,2458,34,9,0,406,NS762550NS,10.621815131196009,32,56684.681295291106,3,0
DI2348DI,Farmers Financial Solutions,92533,4549,42,14,1,406,NS662621NS,12.950712433899104,50,44831.031371102166,4,1
EJ8851EJ,Wells Fargo Advisors Financial Network,51828,1101,44,13,0,1,OT484073OT,11.71531924640404,7,53733.96191913555,2,0
AF8156AF,Prudential Investment Management Services,51917,3913,49,57,0,203,KP836265KP,9.680122940073145,93,55070.15764487191,4,1
DI3044DI,Farmers Financial Solutions,70618,3571,40,25,1,406,NS713859NS,9.961967584194623,8,51982.89377371865,2,0
CH8368CH,Princor Financial Services Corporation,82254,3322,11,2,1,315,MR220263MR,7.994941270724382,65,47403.94177550526,6,1
AF4516AF,Prudential Investment Management Services,155292,2636,3,35,0,203,KP649523KP,9.96297372801522,57,51806.454642754405,3,0
BG5577BG,Ameritas Investment,97362,4115,6,7,0,110,LQ100159LQ,9.422682722159724,67,57517.40273393576,3,0
EJ1727EJ,Wells Fargo Advisors Financial Network,70128,3864,9,21,0,1,OT767505OT,10.64543712067618,88,58391.84867716312,5,1
BG8468BG,Ameritas Investment,173781,4004,6,18,1,110,LQ262993LQ,8.345538112895355,87,68153.72684826906,4,1
AF1342AF,Prudential Investment Management Services,115545,2040,9,3,0,203,KP467003KP,11.038693028482344,59,40099.73763693738,1,0
AF2447AF,Prudential Investment Management Services,132180,1329,39,42,1,203,KP247309KP,13.065477826005155,72,45599.92609004598,4,1
AF7581AF,Prudential Investment Management Services,137958,4640,31,54,1,203,KP207507KP,9.782479703086285,54,33865.31339731598,3,0
BG7317BG,Ameritas Investment,190937,4894,32,39,1,110,LQ114743LQ,10.803423444197882,67,59310.09464327855,5,1
AF1526AF,Prudential Investment Management Services,183291,2520,41,41,0,203,KP852462KP,11.380287983422225,51,46654.92493643253,4,1
BG7748BG,Ameritas Investment,89809,4886,12,49,1,110,LQ146101LQ,9.197559056228327,97,52061.909820293266,4,1
AF1405AF,Prudential Investment Management Services,166748,1011,8,11,1,203,KP342717KP,10.448184963620834,92,43956.6143055336,6,1
CH8986CH,Princor Financial Services Corporation,55287,2341,8,39,1,315,MR745822MR,10.02518480156359,8,46732.96005022174,4,1
AF4740AF,Prudential Investment Management Services,58512,4663,28,24,1,203,KP446371KP,10.195352197097664,34,62231.901054266586,1,0
BG2846BG,Ameritas Investment,182414,1215,20,46,1,110,LQ330604LQ,8.453980432289066,35,56942.33410485984,1,0
DI2478DI,Farmers Financial Solutions,158872,1338,47,19,0,406,NS287450NS,10.049020348517885,96,48884.779423410546,1,0
AF1771AF,Prudential Investment Management Services,143070,2799,7,4,1,203,KP957558KP,10.9959965824909,88,57678.13919476397,2,0
DI6525DI,Farmers Financial Solutions,129767,3708,11,26,1,406,NS942503NS,12.902287215590084,78,57899.00080037874,3,0
CH9770CH,Princor Financial Services Corporation,147829,4152,20,38,0,315,MR826481MR,11.918541652170413,32,46085.744833132645,3,0
EJ1193EJ,Wells Fargo Advisors Financial Network,92078,2750,16,42,1,1,OT436907OT,14.306364915023114,46,35309.20439363792,3,0
CH3007CH,Princor Financial Services Corporation,156288,2508,4,32,0,315,MR587030MR,8.4653048742239,16,41008.38372997961,3,0
AF2185AF,Prudential Investment Management Services,133524,3421,6,39,1,203,KP859710KP,11.744641273441356,68,36594.71396617483,4,1
DI3394DI,Farmers Financial Solutions,62219,4023,22,45,0,406,NS505453NS,10.366684011476703,37,61644.346459929075,3,0
DI5005DI,Farmers Financial Solutions,50235,1709,26,46,0,406,NS771009NS,14.379605866435345,54,63381.15216447681,6,1
BG8429BG,Ameritas Investment,92929,2223,3,36,1,110,LQ268785LQ,8.383403429289697,85,65863.73880159017,2,0
DI3261DI,Farmers Financial Solutions,177309,4608,41,40,1,406,NS304535NS,8.320556315638449,14,29804.444510228313,3,0
BG4736BG,Ameritas Investment,117444,3513,42,37,1,110,LQ800769LQ,8.801214709111957,95,60714.00910373722,3,0
EJ7716EJ,Wells Fargo Advisors Financial Network,189639,2112,14,33,0,1,OT279838OT,5.752208551380386,55,72121.91309384684,2,0
AF5875AF,Prudential Investment Management Services,151834,2291,11,36,0,203,KP670442KP,8.948489956638477,48,61119.87713810645,0,0
BG9921BG,Ameritas Investment,134555,4726,18,3,0,110,LQ369160LQ,8.481734676892604,82,28487.703821293304,2,0
EJ5378EJ,Wells Fargo Advisors Financial Network,123698,4642,12,9,1,1,OT572779OT,10.300787572952416,7,67682.98308396772,8,1
DI8815DI,Farmers Financial Solutions,174450,4993,23,8,0,406,NS541904NS,10.683511951554319,74,50416.890371319416,4,1
DI4451DI,Farmers Financial Solutions,186487,1488,12,33,0,406,NS976110NS,13.752341678431772,7,47676.00893499528,3,0
EJ8616EJ,Wells Fargo Advisors Financial Network,93925,4948,13,59,1,1,OT998488OT,11.9008476763721,33,54510.95296582978,4,1
DI3800DI,Farmers Financial Solutions,187023,2561,25,6,0,406,NS678526NS,8.846192688675194,23,39509.930774295135,3,0
EJ9333EJ,Wells Fargo Advisors Financial Network,137388,1046,45,41,0,1,OT420752OT,8.203170657303284,85,50027.82370921579,5,1
BG6410BG,Ameritas Investment,58007,4359,19,39,1,110,LQ713369LQ,10.983838343013012,19,66204.29645104073,2,0
BG2455BG,Ameritas Investment,108596,1777,46,4,0,110,LQ347644LQ,7.359533585958715,19,56223.96870523288,3,0
EJ7892EJ,Wells Fargo Advisors Financial Network,171101,2039,36,13,1,1,OT937393OT,13.662917531708707,36,50584.01472102668,5,1
BG6808BG,Ameritas Investment,138861,1710,45,49,1,110,LQ299775LQ,12.358880241442574,29,50896.08159927609,3,0
BG7796BG,Ameritas Investment,136740,1400,8,2,1,110,LQ913349LQ,9.061648695790591,60,38186.06016701199,3,0
BG5796BG,Ameritas Investment,65524,4990,29,5,1,110,LQ914422LQ,6.573730941818245,82,48500.12108600274,2,0
CH6093CH,Princor Financial Services Corporation,181149,2817,32,44,1,315,MR162551MR,12.707744748330825,2,33657.04664370233,2,0
AF2325AF,Prudential Investment Management Services,175501,4028,44,27,0,203,KP834983KP,9.770920309494764,1,60224.409523938106,2,0
DI5976DI,Farmers Financial Solutions,70611,4157,18,32,0,406,NS777800NS,12.475632623946924,47,28142.895175246573,7,1
CH2159CH,Princor Financial Services Corporation,198056,1249,6,21,1,315,MR266277MR,6.811144682411266,69,58549.0037962071,3,0
BG5650BG,Ameritas Investment,64060,1390,18,8,1,110,LQ180811LQ,8.801249954092455,20,59794.109008340616,1,0
EJ5987EJ,Wells Fargo Advisors Financial Network,93303,4853,19,38,0,1,OT879128OT,10.010487399436366,11,63187.64615727194,7,1
BG5697BG,Ameritas Investment,89711,1334,22,8,1,110,LQ941535LQ,10.093961187529484,2,50868.59163161803,8,1
AF1340AF,Prudential Investment Management Services,193026,1628,37,50,1,203,KP564028KP,9.099869057041513,67,59166.28466157529,6,1
BG4828BG,Ameritas Investment,123340,4590,32,3,1,110,LQ468266LQ,11.245699864694998,87,48402.533596347836,3,0
EJ2968EJ,Wells Fargo Advisors Financial Network,152974,1136,41,54,0,1,OT334104OT,7.864759141234812,12,38133.028823120665,4,1
AF1703AF,Prudential Investment Management Services,199646,3930,3,44,0,203,KP643296KP,9.715241029957413,20,65307.32392537995,1,0
BG6482BG,Ameritas Investment,190256,3735,28,58,1,110,LQ302346LQ,10.240591263423799,5,49031.14170384925,2,0
AF7376AF,Prudential Investment Management Services,117728,4911,10,3,1,203,KP656690KP,11.028877668117499,37,35904.886825268055,2,0
DI2800DI,Farmers Financial Solutions,61246,2521,35,22,0,406,NS284456NS,11.42322975617778,38,45331.85054210218,4,1
DI6463DI,Farmers Financial Solutions,199453,1826,29,6,0,406,NS884282NS,7.750715816324261,94,45726.753174318284,5,1
BG5912BG,Ameritas Investment,177796,1726,15,2,1,110,LQ499009LQ,6.931771658528755,9,54616.96918124212,0,0
AF5648AF,Prudential Investment Management Services,142263,2500,33,23,1,203,KP596043KP,12.555353643797018,98,73470.47483372732,1,0
EJ1855EJ,Wells Fargo Advisors Financial Network,185090,3641,7,44,0,1,OT236643OT,10.664628023959184,53,55224.18613282565,4,1
BG3866BG,Ameritas Investment,61302,4294,12,2,0,110,LQ590083LQ,8.503026926886893,44,52068.43851996525,0,0
DI1182DI,Farmers Financial Solutions,117506,1989,49,38,0,406,NS213550NS,13.102303951045046,99,74557.76199562555,5,1
DI4112DI,Farmers Financial Solutions,91157,3419,30,17,1,406,NS584146NS,10.231349268585717,86,59788.93539912725,2,0
BG6670BG,Ameritas Investment,104917,1934,21,35,0,110,LQ191218LQ,12.358594368127653,24,52542.49204134929,0,0
AF5492AF,Prudential Investment Management Services,146646,4042,31,34,1,203,KP233296KP,10.135036962820218,81,45205.88141181905,4,1
DI6823DI,Farmers Financial Solutions,133122,1401,24,23,0,406,NS599909NS,14.121495849763974,74,53162.00076204561,2,0
AF2517AF,Prudential Investment Management Services,74519,2466,20,30,0,203,KP618767KP,13.510681684886409,30,49336.09595906863,3,0
DI6002DI,Farmers Financial Solutions,130910,4561,37,52,0,406,NS279767NS,9.502071703041853,59,50914.34127558996,2,0
DI2356DI,Farmers Financial Solutions,170430,1614,4,8,0,406,NS491858NS,11.94314190190871,87,63144.02424769473,4,1
CH4629CH,Princor Financial Services Corporation,121324,2296,28,22,1,315,MR865348MR,11.290751899170296,96,44596.77816862512,4,1
DI4628DI,Farmers Financial Solutions,55408,4597,44,44,1,406,NS340016NS,12.737263115064698,81,55135.40708163514,2,0
EJ9210EJ,Wells Fargo Advisors Financial Network,109379,2182,20,58,0,1,OT132441OT,8.070153078839791,81,59489.39989837594,7,1
BG7132BG,Ameritas Investment,75053,4223,24,36,1,110,LQ338038LQ,11.372102919996879,14,43378.87483175591,4,1
BG7588BG,Ameritas Investment,190518,4042,49,5,0,110,LQ794489LQ,12.116848973699176,9,41773.78584510899,4,1
AF4311AF,Prudential Investment Management Services,181994,3667,32,13,0,203,KP855612KP,6.482521027153771,40,48496.58077419097,5,1
DI7048DI,Farmers Financial Solutions,148723,3235,41,29,0,406,NS948800NS,7.63348297466845,66,45383.70409743539,7,1
EJ7246EJ,Wells Fargo Advisors Financial Network,101356,4884,36,31,0,1,OT716410OT,5.921535644479799,25,61523.326087415044,2,0
AF1987AF,Prudential Investment Management Services,60789,2121,34,47,1,203,KP144760KP,9.461186331110884,73,39982.317214353454,7,1
CH4321CH,Princor Financial Services Corporation,147720,1130,36,57,0,315,MR385622MR,11.435084511591924,22,50684.7136852867,4,1
AF5615AF,Prudential Investment Management Services,116656,3852,2,55,0,203,KP958286KP,13.004714104192056,4,75460.48333404475,9,1
AF9365AF,Prudential Investment Management Services,94028,2194,15,16,1,203,KP980662KP,10.148189560839551,26,54130.56533786182,3,0
